sample_id,citation,doi,table_or_figure,extraction_route,region,site,site_lat,site_long,ceramic_type,period,date_range_from,date_range_to,d13C_16_0,d13C_18_0,delta_13C,d2H_16_0,author_assignment,extraction_method,derivatisation,instrument,lab,value_from,extraction_confidence,flags
DBC1,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Plain bowl,Neolithic (unspec),,,-30.8,-33.3,-2.5,,ruminant adipose,,,GC-C-IRMS,,table,high,
DBC3,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Carinated bowl,Neolithic (unspec),,,-28.6,-33.3,-4.7,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC7,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Carinated bowl,Neolithic (unspec),,,-28.4,-33.9,-5.5,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC8,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Carinated bowl,Neolithic (unspec),,,-28.8,-33.9,-5.1,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC9,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Carinated bowl,Neolithic (unspec),,,-29.0,-34.3,-5.3,,ruminant dairy,,,GC-C-IRMS,,table,high,d18_out_of_C3_range
DBC11,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Carinated bowl,Neolithic (unspec),,,-30.1,-34.8,-4.7,,ruminant dairy,,,GC-C-IRMS,,table,high,d18_out_of_C3_range
DBC12,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Plain bowl,Neolithic (unspec),,,-28.8,-31.6,-2.8,,ruminant adipose,,,GC-C-IRMS,,table,high,
DBC13a,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Carinated bowl,Neolithic (unspec),,,-30.1,-32.8,-2.7,,ruminant adipose,,,GC-C-IRMS,,table,high,
DBC20,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-29.3,-32.1,-2.8,,ruminant adipose,,,GC-C-IRMS,,table,high,
DBC21,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-29.3,-33.6,-4.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC22,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-28.3,-33.6,-5.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC25,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-28.6,-32.6,-4.0,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC28,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-28.0,-33.3,-5.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC29,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-28.4,-31.8,-3.4,,,,,GC-C-IRMS,,table,high,
DBC31,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-27.3,-32.4,-5.1,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC32,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-28.5,-31.7,-3.2,,ruminant adipose,,,GC-C-IRMS,,table,high,
DBC35,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-29.0,-33.8,-4.8,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC36,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-29.9,-34.6,-4.7,,ruminant dairy,,,GC-C-IRMS,,table,high,d18_out_of_C3_range
DBC37,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-28.9,-33.1,-4.2,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC39,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-26.7,-32.5,-5.8,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC42,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-27.6,-32.9,-5.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC45,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-29.0,-33.6,-4.6,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC46,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-27.5,-32.2,-4.7,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC50,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-29.4,-34.0,-4.6,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC51,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-28.1,-34.3,-6.2,,ruminant dairy,,,GC-C-IRMS,,table,high,d18_out_of_C3_range
DBC55,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-28.0,-33.6,-5.6,,ruminant dairy,,,GC-C-IRMS,,table,high,
DBC57,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-28.4,-33.1,-4.7,,ruminant dairy,,,GC-C-IRMS,,table,high,
Dl,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Cup,Neolithic (unspec),,,-29.5,-33.5,-4.0,,ruminant dairy,,,GC-C-IRMS,,table,high,
D2,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Cup,Neolithic (unspec),,,-28.9,-33.0,-4.1,,ruminant dairy,,,GC-C-IRMS,,table,high,
D4,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Cup,Neolithic (unspec),,,-28.9,-33.0,-4.1,,ruminant dairy,,,GC-C-IRMS,,table,high,
D6,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Cup,Neolithic (unspec),,,-29.0,-31.8,-2.8,,ruminant adipose,,,GC-C-IRMS,,table,high,
D9,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-28.6,-31.8,-3.2,,ruminant adipose,,,GC-C-IRMS,,table,high,
D12,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-29.6,-31.4,-1.8,,ruminant adipose,,,GC-C-IRMS,,table,high,
D14,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-29.6,-33.8,-4.2,,ruminant dairy,,,GC-C-IRMS,,table,high,
D15,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-29.7,-33.2,-3.5,,ruminant dairy,,,GC-C-IRMS,,table,high,
D20,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-29.4,-33.4,-4.0,,ruminant dairy,,,GC-C-IRMS,,table,high,
D26,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Eton Rowing Lake,,,Bowl,Neolithic (unspec),,,-29.3,-33.6,-4.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH5,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-27.0,-29.6,-2.6,,mixed,,,GC-C-IRMS,,table,high,
WH6,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.5,-32.6,-4.1,,,,,GC-C-IRMS,,table,high,
WH7,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-26.9,-29.3,-2.4,,mixed,,,GC-C-IRMS,,table,high,
WH8,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-26.7,-31.5,-4.8,,ruminant adipose,,,GC-C-IRMS,,table,high,
WH9,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-27.5,-32.8,-5.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH10,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.9,-31.9,-3.0,,ruminant adipose,,,GC-C-IRMS,,table,high,
WH12,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-27.3,-30.0,-2.7,,mixed,,,GC-C-IRMS,,table,high,
WH13,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.3,-30.3,-2.0,,ruminant adipose,,,GC-C-IRMS,,table,high,
WH14,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-27.9,-33.4,-5.5,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH15,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-29.0,-28.5,0.5,,mixed,,,GC-C-IRMS,,table,high,
WH16,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.9,-28.9,0.0,,mixed,,,GC-C-IRMS,,table,high,
WH20,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-27.8,-32.5,-4.7,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH21,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-27.8,-31.1,-3.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH23,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.0,-30.2,-2.2,,mixed,,,GC-C-IRMS,,table,high,
WH25,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.5,-33.3,-4.8,,,,,GC-C-IRMS,,table,high,
WH26,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.0,-29.8,-1.8,,mixed,,,GC-C-IRMS,,table,high,
WH27,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.0,-32.3,-4.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH28,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-29.0,-32.7,-3.7,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH31,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.5,-32.1,-3.6,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH32,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.5,-32.8,-4.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH33,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.0,-33.3,-5.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH34,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.8,-33.8,-5.0,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH35,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-29.2,-34.1,-4.9,,ruminant dairy,,,GC-C-IRMS,,table,high,d18_out_of_C3_range
WH36,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.6,-33.8,-5.2,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH37,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.7,-34.3,-5.6,,ruminant dairy,,,GC-C-IRMS,,table,high,d18_out_of_C3_range
WH39,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.5,-33.3,-4.8,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH40,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Neolithic (unspec),,,-28.1,-33.8,-5.7,,ruminant dairy,,,GC-C-IRMS,,table,medium,
WH47,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Early Neolithic,,,-28.2,-32.0,-3.8,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH51,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Early Neolithic,,,-27.9,-33.0,-5.1,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH55,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Early Neolithic,,,-27.1,-30.1,-3.0,,mixed,,,GC-C-IRMS,,table,high,
WH58,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Early Neolithic,,,-26.3,-26.6,-0.3,,non-ruminant/porcine,,,GC-C-IRMS,,table,high,
WH59,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Early Neolithic,,,-27.4,-32.3,-4.9,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH60,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Decorated bowl,Early Neolithic,,,-28.7,-33.1,-4.4,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH65,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Early Neolithic,,,-28.5,-32.9,-4.4,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH66,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Early Neolithic,,,-29.1,-33.2,-4.1,,ruminant dairy,,,GC-C-IRMS,,table,high,
WH67,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Windmill Hill,,,Plain bowl,Early Neolithic,,,-28.0,-30.9,-2.9,,ruminant adipose,,,GC-C-IRMS,,table,high,
HH3,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Open,Early Neolithic,,,-27.4,-32.2,-4.8,,ruminant dairy,,,GC-C-IRMS,,table,high,
HH5,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Open,Early Neolithic,,,-27.4,-31.4,-4.0,,ruminant dairy,,,GC-C-IRMS,,table,high,
HH6,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Open,Early Neolithic,,,-27.9,-33.6,-5.7,,ruminant dairy,,,GC-C-IRMS,,table,high,
HH7,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Open,Early Neolithic,,,-27.7,-31.7,-4.0,,ruminant dairy,,,GC-C-IRMS,,table,high,
HH8,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Open,Early Neolithic,,,-28.1,-32.3,-4.2,,,,,GC-C-IRMS,,table,high,
HH9,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Open,Early Neolithic,,,-27.4,-32.3,-4.9,,,,,GC-C-IRMS,,table,high,
HH10,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Open,Early Neolithic,,,-26.8,-29.7,-2.9,,mixed,,,GC-C-IRMS,,table,high,
HH14,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Open,Early Neolithic,,,-26.3,-30.0,-3.7,,mixed,,,GC-C-IRMS,,table,high,
HH17,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Carinated,Early Neolithic,,,-27.1,-32.3,-5.2,,ruminant dairy,,,GC-C-IRMS,,table,high,
HH18,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Carinated,Early Neolithic,,,-27.6,-33.3,-5.7,,ruminant dairy,,,GC-C-IRMS,,table,high,
HH22,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Carinated,Early Neolithic,,,-27.0,-32.0,-5.0,,ruminant dairy,,,GC-C-IRMS,,table,low,low_confidence_extraction
HH28,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Necked,Early Neolithic,,,-26.3,-29.4,-3.1,,mixed,,,GC-C-IRMS,,table,high,
HH31,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Necked,Early Neolithic,,,-26.7,-30.6,-3.9,,mixed,,,GC-C-IRMS,,table,high,
HH33,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Closed,Early Neolithic,,,-30.2,-32.7,-2.5,,ruminant adipose,,,GC-C-IRMS,,table,medium,
HH34,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Closed,Early Neolithic,,,-27.7,-33.2,-5.5,,ruminant dairy,,,GC-C-IRMS,,table,high,
HH39,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Other,Early Neolithic,,,-27.4,-32.9,-5.5,,ruminant dairy,,,GC-C-IRMS,,table,high,
HH42,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Other,Early Neolithic,,,-26.2,-27.5,-1.3,,mixed,,,GC-C-IRMS,,table,high,
HH47,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Other,Early Neolithic,,,-27.6,-32.5,-4.9,,ruminant dairy,,,GC-C-IRMS,,table,high,
HH51,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Other,Early Neolithic,,,-28.1,-31.1,-3.0,,mixed,,,GC-C-IRMS,,table,high,
HH52,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Other,Early Neolithic,,,-27.8,-30.7,-2.9,,mixed,,,GC-C-IRMS,,table,high,
HH53,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Other,Early Neolithic,,,-28.1,-30.2,-2.1,,mixed,,,GC-C-IRMS,,table,high,
HH54,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Other,Early Neolithic,,,-27.6,-31.6,-4.0,,,,,GC-C-IRMS,,table,high,
HH55,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Other,Early Neolithic,,,-28.2,-30.3,-2.1,,mixed,,,GC-C-IRMS,,table,high,
HH56,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Carinated,Early Neolithic,,,-28.4,-30.5,-2.1,,ruminant adipose,,,GC-C-IRMS,,table,high,
HH60,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Other,Early Neolithic,,,-27.8,-31.9,-4.1,,ruminant dairy,,,GC-C-IRMS,,table,high,
HH62,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Hambledon Hill,,,Open,Early Neolithic,,,-27.3,-32.0,-4.7,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB1,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Decorated bowl,Early Neolithic,,,-27.7,-32.5,-4.8,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB4,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-27.3,-31.4,-4.1,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB5,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain jar,Early Neolithic,,,-27.7,-31.1,-3.4,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB7,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Decorated bowl,Early Neolithic,,,-27.9,-32.3,-4.4,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB8,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Decorated bowl,Early Neolithic,,,-28.5,-31.7,-3.2,,ruminant adipose,,,GC-C-IRMS,,table,high,
AB9,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-27.4,-28.8,-1.4,,mixed,,,GC-C-IRMS,,table,high,
AB10,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain jar,Early Neolithic,,,-27.8,-32.6,-4.8,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB14,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-27.7,-31.7,-4.0,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB18,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-27.4,-29.1,-1.7,,mixed,,,GC-C-IRMS,,table,high,
AB19,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Cup,Early Neolithic,,,-27.7,-32.0,-4.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB20,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Decorated bowl,Early Neolithic,,,-27.8,-32.7,-4.9,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB21,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-26.6,-31.9,-5.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB22,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Decorated bowl,Early Neolithic,,,-26.8,-29.5,-2.7,,mixed,,,GC-C-IRMS,,table,high,
AB25,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Decorated bowl,Early Neolithic,,,-27.4,-28.7,-1.3,,mixed,,,GC-C-IRMS,,table,high,
AB26,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-27.8,-32.7,-4.9,,ruminant dairy,,,GC-C-IRMS,,table,high,
